hhid,mobile_money,bank_account,vsla_account,sacco_account,online_bank_account,no_account,weight,district,hh_location,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco_1,mm_account_telco_2,mm_account_telco_3,mm_account_telco_main,undrstd_terms_nd_cond,agent_trust,taken_mm_loan,ntwrk_unavailable_mm_txn,clear_about_txn_fees,txn_ever_failed,agent_ever_not_had_enough_cash,have_copy_of_terms_nd_cond,undrstd_hw_nd_whr_to_complain,had_issue_reslvd_after_complaint,understand_data_mm_providers_collect,been_victim_of_fraud
1154,TRUE,TRUE,TRUE,NA,NA,NA,331.74,District_A,Urban,male,36,5,secondary 6,no,yes,,Company_A,Company_B,,Company_B,,,no,yes,no,yes,yes,no,yes,,no,no
1155,TRUE,TRUE,TRUE,NA,NA,NA,158.29,District_C,Rural,male,40,7,primary 5,no,yes,no,Company_A,Company_B,Company_C,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1156,TRUE,NA,TRUE,TRUE,NA,NA,270.93,District_C,Rural,male,25,3,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,,no,no,yes,yes,yes,yes,no,yes,,no,no
1157,TRUE,TRUE,TRUE,NA,NA,NA,289.41,District_A,Urban,male,32,8,university,no,,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1158,TRUE,NA,NA,TRUE,NA,NA,308.39,District_C,Rural,male,54,4,tvet,no,yes,no,Company_B,,,,no,,,yes,no,no,no,no,yes,,no,no
1159,TRUE,NA,TRUE,NA,NA,NA,406.14,District_B,Rural,female,35,5,primary 2,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
1160,TRUE,NA,TRUE,TRUE,NA,NA,636.49,District_C,Rural,female,50,4,primary 6,no,no,yes,Company_B,,,,yes,no,,no,yes,no,no,no,no,,yes,yes
1161,TRUE,NA,TRUE,TRUE,NA,NA,592.42,District_A,Rural,male,38,8,primary 3,no,yes,no,Company_A,Company_B,,Company_B,no,no,no,no,yes,no,no,no,yes,,no,no
1162,TRUE,TRUE,TRUE,TRUE,NA,NA,305.84,District_C,Rural,male,49,4,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,,no,yes
1163,TRUE,NA,TRUE,TRUE,NA,NA,325.47,District_A,Rural,female,52,7,primary 2,no,yes,no,Company_A,Company_B,,Company_A,no,,,yes,no,no,yes,no,yes,,yes,no
1164,TRUE,TRUE,NA,NA,NA,NA,180.51,District_A,Urban,male,31,2,university,no,yes,no,Company_A,,,,no,no,yes,no,yes,no,yes,no,yes,,yes,no
1165,TRUE,NA,TRUE,TRUE,NA,NA,139.08,District_C,Rural,male,25,3,secondary 3,no,yes,no,Company_B,,,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1166,NA,NA,TRUE,NA,NA,NA,170.7,District_B,Rural,female,28,8,primary 3,yes,yes,no,,,,,,,,yes,no,no,no,no,no,,no,no
1167,TRUE,TRUE,TRUE,TRUE,NA,NA,227.2,District_A,Urban,female,39,3,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes
1168,NA,NA,NA,NA,NA,TRUE,"4,459.00",District_C,Rural,female,35,7,,no,,,,,,,,,,,,,,,,,,
1169,NA,NA,TRUE,NA,NA,NA,299.1,District_B,Rural,female,49,5,primary 6,yes,yes,no,,,,,,,,no,no,no,yes,,no,,no,no
1170,TRUE,TRUE,TRUE,NA,NA,NA,108.19,District_A,Urban,female,52,5,primary 6,no,yes,no,Company_A,,,,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1171,TRUE,NA,NA,TRUE,NA,NA,195,District_B,Rural,male,46,6,primary 6,no,yes,no,Company_B,,,,no,,,no,no,no,no,no,no,,no,no
1172,TRUE,TRUE,TRUE,NA,NA,NA,213.88,District_A,Urban,female,32,3,secondary 3,no,yes,no,Company_A,,,,yes,no,,yes,no,no,no,no,yes,yes,yes,no
1173,TRUE,NA,NA,NA,NA,NA,463.9,District_B,Rural,female,38,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,no,yes,no,no,no,yes,,yes,no
1174,NA,NA,TRUE,NA,NA,NA,246.16,District_C,Rural,male,20,5,primary 5,yes,yes,no,,,,,,,,no,no,no,no,no,no,,no,no
1175,NA,NA,NA,NA,NA,TRUE,186.53,District_B,Rural,female,27,2,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1176,TRUE,NA,NA,TRUE,NA,NA,211.79,District_C,Rural,male,18,2,secondary 6,no,yes,,Company_B,,,Company_B,no,,,no,no,no,yes,no,no,,no,yes
1177,NA,NA,TRUE,NA,NA,NA,"1,078.98",District_C,Rural,female,67,3,primary 6,no,yes,,,,,,,,,,,,,,,,,
1178,NA,NA,NA,NA,NA,TRUE,880.45,District_B,Rural,male,55,6,primary 3,no,yes,,,,,,,,,,,,,,,,,
1179,TRUE,TRUE,TRUE,NA,NA,NA,289.41,District_A,Urban,female,39,5,university,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1180,NA,NA,NA,NA,NA,TRUE,734.3,District_C,Rural,male,31,2,primary 3,yes,yes,no,,,,,,,,yes,yes,no,no,no,yes,,no,no
1181,NA,NA,TRUE,TRUE,NA,NA,340.92,District_B,Rural,female,51,3,primary 6,yes,yes,no,,,,,,,,no,no,no,,no,no,,no,no
1182,TRUE,TRUE,NA,NA,NA,NA,592.42,District_A,Rural,male,29,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
1183,TRUE,TRUE,TRUE,TRUE,NA,NA,886.42,District_B,Rural,female,52,4,secondary 4,no,yes,yes,Company_A,Company_B,,Company_A,no,yes,,yes,no,yes,yes,no,no,no,no,yes
1184,TRUE,TRUE,TRUE,NA,NA,NA,211.93,District_C,Urban,female,35,8,university,no,yes,yes,Company_B,,,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,no
1185,NA,NA,TRUE,NA,NA,NA,618.35,District_B,Rural,female,32,4,primary 6,no,yes,,,,,,,,,,,,,,,,,
1186,TRUE,TRUE,NA,TRUE,NA,NA,284.44,District_A,Urban,female,54,7,tvet,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no
1187,TRUE,TRUE,NA,NA,NA,NA,265.27,District_A,Rural,male,33,4,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no
1188,TRUE,NA,TRUE,TRUE,NA,NA,325.47,District_A,Rural,female,44,8,primary 6,no,yes,no,Company_A,,,,no,no,no,yes,no,yes,yes,no,yes,,no,no
1189,TRUE,NA,NA,NA,NA,NA,818.74,District_B,Rural,female,22,7,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1190,TRUE,NA,TRUE,NA,NA,NA,582.2,District_B,Rural,male,19,5,primary 5,no,yes,no,Company_B,,,,no,no,,no,yes,no,no,no,yes,,no,no
1191,TRUE,TRUE,NA,NA,NA,NA,500.68,District_A,Urban,female,27,5,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1192,NA,NA,NA,NA,NA,TRUE,843.32,District_C,Rural,male,31,6,primary 2,no,yes,no,,,,,,,,,,,,,,,,
1193,TRUE,NA,TRUE,TRUE,NA,NA,618.62,District_C,Rural,female,55,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,no,yes,no,no,no,,no,no
1194,TRUE,NA,TRUE,TRUE,NA,NA,256.64,District_B,Rural,female,43,8,primary 4,no,yes,no,Company_C,,,,yes,,,no,no,no,no,no,yes,,no,no
1195,TRUE,NA,TRUE,NA,NA,NA,543.09,District_B,Rural,male,52,7,primary 5,no,yes,,,,,,,,,,,,,,,,,
1196,TRUE,TRUE,NA,NA,NA,NA,566.47,District_A,Urban,male,41,8,secondary 2,no,yes,no,Company_A,Company_B,Company_C,Company_A,yes,no,,no,no,no,yes,no,yes,,no,no
1197,NA,NA,NA,NA,NA,TRUE,"2,410.13",District_B,Rural,female,18,4,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1198,NA,NA,TRUE,TRUE,NA,NA,782.7,District_C,Rural,female,35,5,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1199,TRUE,NA,NA,TRUE,NA,NA,393.67,District_C,Rural,male,27,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,no,no,no,no,yes,yes,no,no
1200,TRUE,NA,TRUE,NA,NA,NA,296.21,District_A,Rural,female,28,3,primary 4,no,yes,no,Company_A,Company_B,,Company_A,no,,,yes,yes,no,yes,no,yes,no,no,yes
1201,NA,NA,TRUE,NA,NA,NA,"1,130.88",District_C,Rural,female,42,6,,no,yes,,,,,,,,,,,,,,,,,
1202,TRUE,NA,NA,NA,NA,NA,202.93,District_A,Urban,female,23,5,secondary 6,no,yes,no,Company_A,Company_C,,Company_A,yes,yes,,yes,yes,yes,yes,no,yes,,no,no
1203,NA,NA,NA,NA,NA,TRUE,"1,033.50",District_B,Rural,female,69,3,primary 2,no,yes,no,,,,,,,,,,,,,,,,
1204,TRUE,TRUE,NA,NA,NA,NA,245.26,District_C,Rural,male,24,3,secondary 6,no,no,no,Company_A,Company_B,Company_C,Company_A,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1205,NA,NA,NA,NA,NA,TRUE,277.26,District_B,Rural,female,35,6,,no,no,no,,,,,,,,,,,,,,,,
1206,TRUE,NA,TRUE,TRUE,NA,NA,221.6,District_B,Rural,male,33,3,primary 6,no,yes,no,Company_A,Company_B,,Company_B,,no,,yes,no,yes,no,no,yes,,yes,no
1207,NA,NA,TRUE,NA,NA,NA,692.99,District_C,Rural,female,20,3,secondary 3,no,yes,no,,,,,,,,,,,,,,,,
1208,TRUE,NA,NA,NA,NA,NA,373.81,District_C,Urban,female,31,6,secondary 2,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,,yes,yes,no,no,no,yes,no,yes,no
1209,TRUE,NA,TRUE,NA,NA,NA,169.28,District_B,Rural,female,39,5,,no,yes,no,Company_A,,,,yes,no,,no,yes,no,no,,yes,,no,no
1210,NA,NA,TRUE,TRUE,NA,NA,505.74,District_C,Rural,female,55,6,primary 1,yes,yes,no,,,,,,no,,no,yes,no,no,no,no,,no,no
1211,TRUE,NA,TRUE,TRUE,NA,NA,463.9,District_B,Rural,male,42,6,secondary 6,no,yes,no,Company_A,,,,no,no,,yes,no,no,yes,no,no,,no,no
1212,NA,NA,NA,NA,NA,TRUE,"1,267.83",District_B,Rural,male,56,4,primary 2,no,yes,no,,,,,,,,,,,,,,,,
1213,TRUE,NA,TRUE,TRUE,NA,NA,85.55,District_A,Rural,female,44,6,primary 1,no,yes,no,Company_A,,,,,no,,yes,no,no,no,no,yes,,no,no
1214,TRUE,NA,TRUE,NA,NA,NA,224.37,District_B,Rural,male,33,4,primary 6,no,yes,no,Company_A,Company_C,,Company_C,yes,no,,no,yes,no,yes,no,yes,yes,no,no
1215,TRUE,NA,TRUE,TRUE,NA,NA,290.64,District_C,Rural,female,41,6,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
1216,NA,NA,TRUE,NA,NA,NA,303.04,District_C,Rural,female,29,3,primary 2,yes,yes,no,,,,,,,,,,,,,,,,
1217,TRUE,NA,NA,NA,NA,NA,"1,101.14",District_C,Rural,female,57,6,primary 6,no,no,no,Company_B,,,,yes,,,no,yes,no,no,no,yes,,yes,no
1218,TRUE,NA,TRUE,NA,NA,NA,168.79,District_C,Rural,female,28,6,primary 6,no,yes,no,Company_C,,,,yes,no,,no,yes,no,no,no,yes,,yes,no
1219,NA,NA,NA,TRUE,NA,NA,544.33,District_C,Rural,male,67,1,other,no,yes,no,,,,,,,,,,,,,,,,
1220,NA,NA,NA,TRUE,NA,NA,199.85,District_B,Rural,female,63,1,,no,yes,,,,,,,,,,,,,,,,,
1221,TRUE,NA,TRUE,NA,NA,NA,172.02,District_C,Rural,female,35,5,primary 6,no,yes,no,Company_B,,,,yes,no,,no,no,no,no,no,no,,no,no
1222,TRUE,TRUE,TRUE,NA,NA,NA,90.31,District_C,Urban,female,63,2,secondary 3,no,yes,no,Company_A,Company_C,,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1223,TRUE,TRUE,TRUE,TRUE,NA,NA,67.64,District_A,Urban,male,27,1,primary 3,no,yes,no,Company_A,Company_B,Company_C,Company_B,no,no,,no,yes,no,no,no,yes,,no,no
1224,TRUE,TRUE,TRUE,NA,NA,NA,938.78,District_A,Urban,female,36,5,primary 3,no,no,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1225,TRUE,NA,TRUE,TRUE,NA,NA,509.48,District_A,Urban,female,25,2,secondary 3,no,no,no,Company_A,,,,yes,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1226,NA,NA,TRUE,TRUE,NA,NA,"1,167.89",District_C,Rural,male,49,7,primary 6,no,yes,no,,,,,,,,,no,no,,no,,,,no
1227,TRUE,TRUE,TRUE,NA,NA,NA,331.74,District_A,Urban,female,60,5,tvet,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,yes,no,no,,no,yes
1228,TRUE,NA,TRUE,NA,NA,NA,262.55,District_B,Rural,male,38,6,primary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,no,yes,yes,no,no,,no,no
1229,TRUE,TRUE,TRUE,TRUE,NA,NA,176.63,District_A,Rural,female,31,5,primary 5,no,yes,no,Company_A,,,,no,,,no,no,no,no,no,no,,no,no
1230,NA,NA,TRUE,TRUE,NA,NA,688.68,District_C,Rural,female,58,5,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1231,TRUE,NA,TRUE,NA,NA,NA,268.16,District_B,Rural,female,55,6,primary 3,no,yes,no,Company_B,,,,yes,no,,no,yes,no,yes,no,no,,no,no
1232,TRUE,NA,NA,NA,NA,NA,140.65,District_A,Rural,male,20,3,primary 6,no,yes,no,Company_A,,,,no,,no,yes,no,no,no,no,yes,,no,no
1233,TRUE,NA,TRUE,TRUE,NA,NA,329.13,District_C,Rural,female,32,5,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1234,TRUE,NA,TRUE,NA,NA,NA,125.17,District_A,Urban,female,38,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,no,yes,no,no,no,yes,,no,no
1235,TRUE,NA,TRUE,TRUE,NA,NA,270.93,District_C,Rural,male,47,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,no,yes,no,no,no,no,,no,no
1236,TRUE,NA,TRUE,NA,NA,NA,305.84,District_C,Rural,female,24,4,secondary 3,no,yes,no,Company_B,,,,no,,,no,yes,no,yes,no,yes,,no,no
1237,TRUE,NA,NA,TRUE,NA,NA,439.28,District_B,Rural,male,27,4,primary 3,no,yes,no,Company_A,,,,yes,no,,yes,yes,yes,no,no,no,,no,no
1238,NA,NA,TRUE,TRUE,NA,NA,109.7,District_B,Rural,female,59,4,primary 6,yes,yes,no,,,,,,no,,no,no,no,no,no,no,,no,no
1239,TRUE,TRUE,NA,NA,NA,NA,427.75,District_A,Urban,female,30,2,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,no,no,no,,yes,no
1240,TRUE,NA,TRUE,NA,NA,NA,336.5,District_C,Rural,female,22,2,primary 6,no,yes,no,Company_B,Company_C,,Company_B,no,no,,no,yes,no,yes,no,no,,no,no
1241,TRUE,TRUE,TRUE,NA,NA,NA,90.31,District_C,Rural,female,32,6,primary 3,no,yes,yes,Company_B,,,,yes,no,,no,no,no,no,no,yes,,no,no
1242,TRUE,NA,NA,NA,NA,NA,192.94,District_A,Urban,female,30,4,secondary 6,no,yes,no,Company_A,,,,yes,,,yes,yes,yes,no,no,yes,,no,no
1243,TRUE,NA,TRUE,TRUE,NA,NA,682.88,District_B,Rural,male,47,6,,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,no,,no,no
1244,TRUE,NA,NA,NA,NA,NA,262.55,District_B,Rural,male,30,3,,no,yes,no,Company_A,Company_B,Company_C,Company_A,yes,no,,yes,no,no,yes,no,yes,,no,no
1245,NA,NA,NA,NA,NA,TRUE,199.85,District_B,Rural,male,22,3,primary 2,yes,yes,yes,,,,,,,,no,yes,no,yes,no,no,,no,no
1246,NA,NA,TRUE,NA,NA,NA,198.41,District_B,Rural,male,87,2,,no,yes,,,,,,,,,,,,,,,,,
1247,NA,NA,NA,NA,NA,TRUE,157.29,District_C,Rural,male,20,5,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1248,NA,NA,NA,NA,NA,TRUE,26.01,District_A,Rural,female,20,3,primary 6,yes,yes,no,,,,,,no,,no,yes,no,yes,yes,yes,,no,no
1249,TRUE,NA,TRUE,NA,NA,NA,442.32,District_A,Urban,female,24,5,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,no,yes,no,yes,no,no,,yes,no
1250,TRUE,NA,TRUE,NA,NA,NA,163.97,District_B,Rural,female,64,8,,no,yes,no,Company_A,,,,,no,no,no,yes,no,yes,no,yes,,no,no
1251,TRUE,NA,NA,NA,NA,NA,210.27,District_A,Urban,male,20,2,secondary 2,no,yes,no,Company_B,,,,yes,no,,yes,yes,no,yes,no,yes,yes,no,no
1252,TRUE,TRUE,NA,NA,TRUE,NA,170.66,District_A,Urban,male,24,3,university,no,yes,no,Company_A,Company_B,,Company_A,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes
1253,TRUE,TRUE,NA,NA,NA,NA,278.91,District_C,Rural,female,56,3,secondary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1254,TRUE,NA,TRUE,TRUE,NA,NA,85.55,District_A,Rural,male,33,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,,no,no,no,no,no,yes,no,no,no
1255,NA,NA,NA,NA,NA,TRUE,371.78,District_B,Rural,female,36,5,,no,yes,no,,,,,,,,,,,,,,,,
1256,TRUE,NA,TRUE,TRUE,NA,NA,143.68,District_B,Rural,male,42,7,primary 4,no,yes,no,Company_A,,,,no,no,,yes,no,no,yes,no,no,,no,no
1257,NA,NA,NA,NA,NA,TRUE,734.3,District_C,Rural,female,31,4,primary 4,no,yes,,,,,,,,,,,,,,,,,
1258,TRUE,TRUE,TRUE,NA,NA,NA,211.93,District_C,Urban,male,31,5,primary 5,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,no,yes,no,no,no,yes,yes,no,no
1259,TRUE,NA,TRUE,NA,NA,NA,451.86,District_A,Urban,male,23,6,secondary 3,no,yes,no,Company_A,,,,yes,,,yes,yes,no,no,no,yes,,yes,no
1260,TRUE,TRUE,NA,NA,NA,NA,192.94,District_A,Urban,female,22,3,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,yes,yes,yes,yes,yes,no,,yes,no
1261,TRUE,TRUE,NA,NA,NA,NA,388.13,District_B,Rural,female,24,3,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1262,NA,NA,TRUE,NA,NA,NA,"1,027.61",District_C,Rural,female,28,3,primary 6,yes,yes,no,,,,,,,,yes,yes,no,no,no,no,,no,no
1263,NA,NA,TRUE,NA,NA,NA,582.2,District_B,Rural,male,20,6,primary 6,yes,yes,no,,,,,,,,no,yes,no,yes,no,yes,,no,no
1264,NA,NA,TRUE,TRUE,NA,NA,"1,265.34",District_B,Rural,male,42,4,primary 6,yes,yes,no,,,,,,,,,,,,,,,,
1265,TRUE,NA,TRUE,TRUE,NA,NA,45.98,District_A,Rural,female,31,1,primary 6,no,yes,no,Company_A,Company_B,,Company_B,no,no,,yes,no,no,yes,no,yes,,no,yes
1266,TRUE,NA,NA,NA,NA,NA,544.15,District_A,Rural,male,32,5,university,no,yes,no,Company_A,,,,no,no,,no,no,no,no,no,yes,,no,no
1267,TRUE,NA,NA,TRUE,NA,NA,111.35,District_A,Rural,male,50,7,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,,,,,,,,,
1268,NA,NA,NA,NA,NA,TRUE,261.47,District_C,Rural,female,66,4,,yes,yes,no,,,,,,,,no,no,no,no,no,no,,no,no
1269,TRUE,NA,TRUE,NA,NA,NA,410.19,District_B,Rural,male,47,2,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,,,no,yes,no,no,no,no,,no,no
1270,NA,TRUE,TRUE,TRUE,NA,NA,137.84,District_A,Rural,female,33,6,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1271,NA,NA,NA,NA,NA,TRUE,342.01,District_C,Rural,female,50,6,,yes,yes,yes,,,,,,yes,,no,yes,yes,yes,no,no,,no,yes
1272,NA,NA,TRUE,NA,NA,NA,"1,105.02",District_B,Rural,female,58,6,,no,,,,,,,,,,,,,,,,,,
1273,NA,NA,TRUE,NA,NA,NA,629.81,District_B,Rural,female,19,2,primary 6,yes,yes,,,,,,,,,no,no,no,no,no,yes,,no,no
1274,TRUE,NA,NA,TRUE,NA,NA,196.98,District_B,Rural,male,50,5,primary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,,no,no
1275,NA,NA,TRUE,NA,NA,NA,185.89,District_B,Rural,female,41,5,primary 6,yes,yes,no,,,,,,,,no,no,no,no,no,no,,no,no
1276,TRUE,TRUE,TRUE,TRUE,NA,NA,108.19,District_A,Urban,male,43,2,secondary 3,no,no,no,Company_A,Company_B,,Company_B,yes,no,no,yes,yes,no,no,yes,yes,,yes,no
1277,TRUE,NA,NA,NA,NA,NA,888.63,District_A,Rural,female,26,6,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,,,no,no,no,yes,yes,yes,,no,no
1278,TRUE,NA,NA,TRUE,NA,NA,105.53,District_B,Rural,female,64,1,primary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,no,no,no,no,no,,no,no
1279,TRUE,NA,TRUE,NA,NA,NA,158.26,District_B,Rural,male,20,2,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,no,no
1280,TRUE,TRUE,NA,NA,TRUE,NA,"1,273.70",District_A,Urban,male,36,6,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,,yes,no
1281,TRUE,NA,TRUE,NA,NA,NA,199.85,District_B,Rural,male,28,3,primary 4,no,yes,no,Company_A,,,,yes,no,,no,yes,no,yes,no,no,,no,yes
1282,TRUE,NA,TRUE,NA,NA,NA,211.14,District_B,Rural,female,23,3,,no,yes,no,Company_A,Company_C,,Company_A,yes,no,no,yes,yes,no,yes,no,no,,no,no
1283,TRUE,NA,TRUE,NA,NA,NA,180.62,District_C,Urban,female,30,5,primary 6,no,yes,no,Company_B,,,,yes,no,no,yes,yes,no,yes,no,no,,no,no
1284,NA,NA,TRUE,NA,NA,NA,59.07,District_A,Rural,female,26,5,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1285,TRUE,TRUE,TRUE,NA,NA,NA,135.28,District_A,Urban,female,60,2,primary 6,no,yes,no,Company_A,,,,,no,no,no,yes,no,no,no,yes,,no,no
1286,NA,NA,NA,NA,NA,TRUE,561.6,District_B,Rural,female,20,6,primary 6,yes,yes,,,,,,,,,no,no,no,yes,no,no,,no,no
1287,NA,NA,TRUE,TRUE,NA,NA,173.2,District_C,Rural,male,38,3,primary 5,yes,yes,no,,,,,,,,yes,yes,yes,no,no,no,,no,no
1288,TRUE,TRUE,TRUE,NA,NA,NA,587.4,District_B,Rural,male,45,5,university,no,yes,no,Company_A,,,,yes,no,,no,yes,no,yes,no,no,,no,no
1289,TRUE,TRUE,NA,NA,NA,NA,14.58,District_A,Rural,female,40,6,tvet,no,yes,no,Company_C,,,,no,,,no,no,no,no,no,yes,,no,no
1290,TRUE,TRUE,NA,TRUE,NA,NA,302.93,District_A,Urban,male,31,4,university,no,yes,no,Company_A,,,,yes,yes,,yes,yes,no,yes,no,yes,yes,yes,yes
1291,TRUE,NA,TRUE,NA,NA,NA,"1,201.85",District_B,Rural,female,23,9,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no
1292,TRUE,NA,TRUE,NA,NA,NA,265.27,District_A,Rural,female,38,5,primary 6,no,yes,no,Company_B,,,,no,,,no,yes,no,yes,no,yes,,no,no
1293,TRUE,TRUE,NA,TRUE,NA,NA,317.9,District_C,Urban,male,47,3,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,yes,no,no,yes,,yes,no
1294,NA,NA,TRUE,NA,NA,NA,59.07,District_A,Rural,female,42,6,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1295,TRUE,TRUE,TRUE,TRUE,NA,NA,303.04,District_C,Rural,male,54,6,secondary 4,no,yes,no,Company_A,,,,yes,no,no,yes,yes,no,yes,no,yes,,no,yes
1296,TRUE,NA,NA,TRUE,NA,NA,213.88,District_A,Urban,male,34,1,primary 3,no,yes,no,Company_A,Company_B,,Company_A,,no,,yes,yes,yes,no,no,yes,,no,no
1297,TRUE,NA,TRUE,NA,NA,NA,240.71,District_B,Rural,male,22,7,secondary 3,no,yes,no,Company_C,,,,yes,yes,no,no,yes,no,no,no,yes,,no,no
1298,TRUE,NA,TRUE,TRUE,NA,NA,442.32,District_A,Urban,female,40,6,secondary 1,no,yes,no,Company_A,Company_B,,Company_B,,,,no,yes,no,yes,yes,yes,,no,no
1299,NA,NA,TRUE,NA,NA,NA,879.36,District_B,Rural,female,57,5,primary 5,no,no,,,,,,,,,,,,,,,,,
1300,NA,NA,TRUE,NA,NA,NA,313.8,District_C,Rural,female,26,2,primary 2,yes,yes,no,,,,,,,,no,yes,yes,no,no,no,,no,no
1301,NA,NA,NA,TRUE,NA,NA,320.19,District_C,Rural,male,42,6,primary 4,yes,yes,,,,,,,,,,,,,,,,,
1302,NA,NA,NA,TRUE,NA,NA,138.63,District_B,Rural,female,41,5,primary 6,yes,yes,no,,,,,,no,,no,no,no,yes,no,no,,no,no
1303,NA,NA,TRUE,NA,NA,NA,180.01,District_B,Rural,female,60,2,primary 2,no,yes,,,,,,,,,,,,,,,,,
1304,NA,NA,TRUE,NA,NA,NA,116.55,District_A,Urban,female,37,7,primary 2,no,yes,,,,,,,,,,,,,,,,,
1305,TRUE,TRUE,TRUE,NA,NA,NA,202.82,District_C,Rural,male,35,2,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1306,NA,NA,NA,NA,NA,TRUE,"2,840.61",District_C,Rural,male,18,5,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1307,TRUE,NA,TRUE,TRUE,NA,NA,406.14,District_B,Rural,female,35,4,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
1308,NA,NA,NA,NA,NA,TRUE,"1,027.90",District_B,Rural,male,18,6,secondary 3,yes,yes,no,,,,,,no,,no,no,no,no,no,yes,,no,no
1309,TRUE,NA,TRUE,TRUE,NA,NA,509.48,District_A,Urban,male,24,3,secondary 3,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,no,yes,yes,yes,no,no
